iter	accuracy	fscore	get_next_time	iteration_time	precision	recall	retrain_time	update_time
1	0.383336	0.006695			0.003359	1.000000		
2	0.749669	0.013403	0.002560	0.003770	0.006757	0.818182	0.000958	0.000123
3	0.749669	0.013403	0.002691	0.004073	0.006757	0.818182	0.001087	0.000155
4	0.758171	0.013867	0.002745	0.004045	0.006993	0.818182	0.000953	0.000185
5	0.781220	0.015306	0.002835	0.004069	0.007725	0.818182	0.000928	0.000180
6	0.871717	0.025825	0.002930	0.004206	0.013120	0.818182	0.000970	0.000181
7	0.883242	0.028302	0.003077	0.004394	0.014400	0.818182	0.000985	0.000191
8	0.880219	0.027607	0.002688	0.004002	0.014041	0.818182	0.001002	0.000183
9	0.883620	0.028391	0.002722	0.003988	0.014446	0.818182	0.000948	0.000187
10	0.892311	0.030612	0.003114	0.004368	0.015598	0.818182	0.000942	0.000182
11	0.914793	0.038380	0.002758	0.003988	0.019651	0.818182	0.000926	0.000178
12	0.930474	0.041667	0.002659	0.003904	0.021448	0.727273	0.000937	0.000180
13	0.926507	0.039506	0.002679	0.003923	0.020305	0.727273	0.000938	0.000182
14	0.928774	0.040712	0.002728	0.004067	0.020942	0.727273	0.000987	0.000219
15	0.917060	0.035165	0.002682	0.003938	0.018018	0.727273	0.000945	0.000183
16	0.922728	0.028504	0.002667	0.003920	0.014634	0.545455	0.000946	0.000182
17	0.921217	0.036952	0.002941	0.004276	0.018957	0.727273	0.001007	0.000188
18	0.922917	0.037736	0.002895	0.004218	0.019370	0.727273	0.000996	0.000188
19	0.924617	0.038554	0.002809	0.004528	0.019802	0.727273	0.001083	0.000225
20	0.927073	0.039801	0.002812	0.004091	0.020460	0.727273	0.000962	0.000184
21	0.928774	0.040712	0.002834	0.004102	0.020942	0.727273	0.000959	0.000181
22	0.929718	0.041237	0.002928	0.004210	0.021220	0.727273	0.000969	0.000183
23	0.930285	0.041558	0.003027	0.004528	0.021390	0.727273	0.001197	0.000181
24	0.930474	0.041667	0.002839	0.004109	0.021448	0.727273	0.000965	0.000180
25	0.931797	0.042440	0.002947	0.004286	0.021858	0.727273	0.001015	0.000187
26	0.931986	0.042553	0.002830	0.004120	0.021918	0.727273	0.000979	0.000184
27	0.933119	0.043243	0.002810	0.004100	0.022284	0.727273	0.000979	0.000184
28	0.933119	0.043243	0.002824	0.004108	0.022284	0.727273	0.000975	0.000183
29	0.932741	0.043011	0.003290	0.004714	0.022161	0.727273	0.001080	0.000202
30	0.932930	0.043127	0.003214	0.004595	0.022222	0.727273	0.001030	0.000192
31	0.933119	0.043243	0.003000	0.004298	0.022284	0.727273	0.000986	0.000184
32	0.933119	0.043243	0.002849	0.004136	0.022284	0.727273	0.000976	0.000187
33	0.933308	0.043360	0.003073	0.004543	0.022346	0.727273	0.001128	0.000197
34	0.933497	0.043478	0.002971	0.004346	0.022409	0.727273	0.001058	0.000184
35	0.933497	0.043478	0.003085	0.004517	0.022409	0.727273	0.001102	0.000189
36	0.934064	0.043836	0.004094	0.005970	0.022599	0.727273	0.001448	0.000259
37	0.934064	0.043836	0.002950	0.004727	0.022599	0.727273	0.001457	0.000186
38	0.934064	0.043836	0.003036	0.004750	0.022599	0.727273	0.001391	0.000186
39	0.934064	0.043836	0.003074	0.004723	0.022599	0.727273	0.001326	0.000186
40	0.934064	0.043836	0.003082	0.004738	0.022599	0.727273	0.001343	0.000183
41	0.934064	0.043836	0.003161	0.004826	0.022599	0.727273	0.001343	0.000189
42	0.934064	0.043836	0.003145	0.004811	0.022599	0.727273	0.001344	0.000189
43	0.934064	0.043836	0.003193	0.004875	0.022599	0.727273	0.001354	0.000189
44	0.934064	0.043836	0.003558	0.006288	0.022599	0.727273	0.002169	0.000336
45	0.934064	0.043836	0.003462	0.005245	0.022599	0.727273	0.001446	0.000193
46	0.934064	0.043836	0.005119	0.008398	0.022599	0.727273	0.002534	0.000444
47	0.934064	0.043836	0.003308	0.004963	0.022599	0.727273	0.001338	0.000186
48	0.934631	0.044199	0.003179	0.004569	0.022792	0.727273	0.001067	0.000188
49	0.935575	0.044818	0.003186	0.004550	0.023121	0.727273	0.001045	0.000187
50	0.935764	0.044944	0.002901	0.004475	0.023188	0.727273	0.001261	0.000187
51	0.936520	0.045455	0.002770	0.004125	0.023460	0.727273	0.001043	0.000185
52	0.936709	0.045584	0.003001	0.004415	0.023529	0.727273	0.001082	0.000193
53	0.936898	0.045714	0.002998	0.004396	0.023599	0.727273	0.001076	0.000189
54	0.936898	0.045714	0.002939	0.004319	0.023599	0.727273	0.001064	0.000185
55	0.945022	0.052117	0.003001	0.004464	0.027027	0.727273	0.001136	0.000191
56	0.945777	0.052805	0.002704	0.004396	0.027397	0.727273	0.001371	0.000189
57	0.945966	0.052980	0.002921	0.004707	0.027491	0.727273	0.001477	0.000185
58	0.946155	0.053156	0.003256	0.006239	0.027586	0.727273	0.002411	0.000344
59	0.948611	0.055556	0.003087	0.004524	0.028881	0.727273	0.001118	0.000188
60	0.949178	0.056140	0.002677	0.004181	0.029197	0.727273	0.001190	0.000188
61	0.949178	0.056140	0.002824	0.004330	0.029197	0.727273	0.001195	0.000185
62	0.950312	0.057348	0.002846	0.004295	0.029851	0.727273	0.001137	0.000187
63	0.951634	0.058824	0.002920	0.004625	0.030651	0.727273	0.001378	0.000191
64	0.954657	0.062500	0.002788	0.004201	0.032653	0.727273	0.001099	0.000187
65	0.957680	0.066667	0.002884	0.004267	0.034934	0.727273	0.001074	0.000185
66	0.958436	0.067797	0.002672	0.004089	0.035556	0.727273	0.001109	0.000183
67	0.960325	0.070796	0.002841	0.004307	0.037209	0.727273	0.001159	0.000183
68	0.962592	0.074766	0.002772	0.004241	0.039409	0.727273	0.001158	0.000184
69	0.962781	0.075117	0.003120	0.004878	0.039604	0.727273	0.001429	0.000191
70	0.963537	0.076555	0.003005	0.004541	0.040404	0.727273	0.001215	0.000188
71	0.964670	0.078818	0.002960	0.004458	0.041667	0.727273	0.001182	0.000186
72	0.965048	0.079602	0.002999	0.004505	0.042105	0.727273	0.001192	0.000186
73	0.965426	0.080402	0.003138	0.004681	0.042553	0.727273	0.001223	0.000187
74	0.966749	0.083333	0.003039	0.004564	0.044199	0.727273	0.001198	0.000191
75	0.967693	0.085561	0.003026	0.004626	0.045455	0.727273	0.001279	0.000188
76	0.968827	0.088398	0.003860	0.005434	0.047059	0.727273	0.001227	0.000201
77	0.969394	0.089888	0.003873	0.005772	0.047904	0.727273	0.001562	0.000195
78	0.969960	0.091429	0.003039	0.004822	0.048780	0.727273	0.001308	0.000270
79	0.969960	0.091429	0.002931	0.005670	0.048780	0.727273	0.002429	0.000184
80	0.970527	0.093023	0.003666	0.005382	0.049689	0.727273	0.001348	0.000215
81	0.970716	0.093567	0.002929	0.004417	0.050000	0.727273	0.001149	0.000186
82	0.971283	0.095238	0.003698	0.005274	0.050955	0.727273	0.001226	0.000201
83	0.972227	0.098160	0.003517	0.005382	0.052632	0.727273	0.001451	0.000259
84	0.973361	0.101911	0.003236	0.005915	0.054795	0.727273	0.002098	0.000347
85	0.975061	0.108108	0.003312	0.005132	0.058394	0.727273	0.001315	0.000273
86	0.976006	0.111888	0.003025	0.004535	0.060606	0.727273	0.001176	0.000195
87	0.976195	0.112676	0.003088	0.004671	0.061069	0.727273	0.001229	0.000208
88	0.976762	0.115108	0.003186	0.004821	0.062500	0.727273	0.001284	0.000201
89	0.977140	0.116788	0.003049	0.004586	0.063492	0.727273	0.001201	0.000196
90	0.977517	0.118519	0.003643	0.005356	0.064516	0.727273	0.001380	0.000195
91	0.978462	0.123077	0.002988	0.004492	0.067227	0.727273	0.001173	0.000195
92	0.979596	0.129032	0.003235	0.004880	0.070796	0.727273	0.001277	0.000213
93	0.982241	0.145455	0.003365	0.006839	0.080808	0.727273	0.003009	0.000264
94	0.994143	0.340426	0.003304	0.005210	0.222222	0.727273	0.001553	0.000206
95	0.995466	0.400000	0.003098	0.004621	0.275862	0.727273	0.001192	0.000194
96	0.999055	0.761905	0.003836	0.005367	0.800000	0.727273	0.001198	0.000194
97	0.999055	0.761905	0.003028	0.004871	0.800000	0.727273	0.001475	0.000228
98	0.999055	0.761905	0.003141	0.004847	0.800000	0.727273	0.001358	0.000201
