iter	accuracy	fscore	get_next_time	iteration_time	precision	recall	retrain_time	update_time
1	0.927106	0.074442			0.038660	1.000000		
2	0.984757	0.250000	0.002293	0.003713	0.146067	0.866667	0.001119	0.000177
3	0.995701	0.541667	0.002619	0.004356	0.393939	0.866667	0.001223	0.000384
4	0.995896	0.553191	0.002523	0.003754	0.406250	0.866667	0.000922	0.000180
5	0.998632	0.787879	0.002449	0.003667	0.722222	0.866667	0.000916	0.000177
6	0.998046	0.687500	0.002788	0.004058	0.647059	0.733333	0.000946	0.000189
7	0.998827	0.785714	0.003472	0.005829	0.846154	0.733333	0.001874	0.000292
8	0.998827	0.785714	0.003504	0.005823	0.846154	0.733333	0.001837	0.000251
9	0.999218	0.846154	0.002833	0.004096	1.000000	0.733333	0.000945	0.000184
10	0.999023	0.814815	0.002515	0.003738	0.916667	0.733333	0.000920	0.000178
11	0.998827	0.785714	0.002446	0.004326	0.846154	0.733333	0.001578	0.000177
12	0.998827	0.785714	0.003155	0.004582	0.846154	0.733333	0.001087	0.000197
13	0.999218	0.846154	0.002487	0.003744	1.000000	0.733333	0.000948	0.000181
14	0.999218	0.846154	0.002624	0.003898	1.000000	0.733333	0.000957	0.000185
15	0.999218	0.846154	0.003319	0.004881	1.000000	0.733333	0.001228	0.000195
16	0.999218	0.846154	0.004166	0.006387	1.000000	0.733333	0.001774	0.000264
17	0.999218	0.846154	0.003160	0.004557	1.000000	0.733333	0.001071	0.000187
18	0.999218	0.846154	0.002581	0.006405	1.000000	0.733333	0.003520	0.000178
19	0.999218	0.846154	0.004027	0.005763	1.000000	0.733333	0.001291	0.000261
20	0.999218	0.846154	0.002507	0.003744	1.000000	0.733333	0.000934	0.000179
21	0.999218	0.846154	0.002795	0.004303	1.000000	0.733333	0.001025	0.000334
22	0.999218	0.846154	0.002550	0.003798	1.000000	0.733333	0.000941	0.000180
23	0.999218	0.846154	0.002507	0.003825	1.000000	0.733333	0.001018	0.000178
24	0.999218	0.846154	0.002705	0.004023	1.000000	0.733333	0.000995	0.000188
25	0.999218	0.846154	0.002958	0.004661	1.000000	0.733333	0.001284	0.000243
26	0.999218	0.846154	0.002816	0.004114	1.000000	0.733333	0.000978	0.000187
27	0.999218	0.846154	0.002687	0.004009	1.000000	0.733333	0.000996	0.000188
28	0.999218	0.846154	0.003986	0.006238	1.000000	0.733333	0.001531	0.000541
29	0.999609	0.928571	0.002575	0.004651	1.000000	0.866667	0.001761	0.000183
30	0.999609	0.928571	0.003010	0.004436	1.000000	0.866667	0.001083	0.000199
31	0.999609	0.928571	0.002692	0.004019	1.000000	0.866667	0.001009	0.000185
32	0.999609	0.928571	0.003677	0.005432	1.000000	0.866667	0.001139	0.000305
33	0.999609	0.928571	0.002742	0.004065	1.000000	0.866667	0.001008	0.000183
34	0.999609	0.928571	0.003612	0.005026	1.000000	0.866667	0.001070	0.000192
35	0.999609	0.928571	0.002941	0.004276	1.000000	0.866667	0.001015	0.000187
36	0.999609	0.928571	0.002853	0.004872	1.000000	0.866667	0.001407	0.000420
37	0.999609	0.928571	0.002796	0.004157	1.000000	0.866667	0.001035	0.000187
38	0.999609	0.928571	0.002966	0.005173	1.000000	0.866667	0.001714	0.000344
39	0.999609	0.928571	0.003028	0.004499	1.000000	0.866667	0.001122	0.000201
40	0.999609	0.928571	0.002754	0.004097	1.000000	0.866667	0.001026	0.000185
41	0.999609	0.928571	0.003463	0.004883	1.000000	0.866667	0.001079	0.000196
42	0.999609	0.928571	0.002775	0.004331	1.000000	0.866667	0.001234	0.000185
43	0.999609	0.928571	0.003010	0.005011	1.000000	0.866667	0.001151	0.000571
44	0.999609	0.928571	0.002996	0.004368	1.000000	0.866667	0.001040	0.000191
45	0.999609	0.928571	0.002951	0.005183	1.000000	0.866667	0.001854	0.000231
46	0.999609	0.928571	0.003108	0.004509	1.000000	0.866667	0.001070	0.000189
47	0.999609	0.928571	0.002851	0.004213	1.000000	0.866667	0.001041	0.000188
48	0.999609	0.928571	0.003551	0.004985	1.000000	0.866667	0.001090	0.000198
49	0.999609	0.928571	0.002849	0.004218	1.000000	0.866667	0.001042	0.000191
50	0.999609	0.928571	0.002880	0.005050	1.000000	0.866667	0.001567	0.000371
51	0.999609	0.928571	0.002999	0.004398	1.000000	0.866667	0.001063	0.000196
52	0.999609	0.928571	0.002910	0.004272	1.000000	0.866667	0.001040	0.000190
53	0.999609	0.928571	0.002908	0.004225	1.000000	0.866667	0.001012	0.000183
54	0.999609	0.928571	0.002850	0.004354	1.000000	0.866667	0.001204	0.000180
55	0.999609	0.928571	0.002830	0.004145	1.000000	0.866667	0.001014	0.000181
56	0.999609	0.928571	0.002798	0.004092	1.000000	0.866667	0.000991	0.000187
57	0.999609	0.928571	0.002899	0.004234	1.000000	0.866667	0.001027	0.000184
58	0.999609	0.928571	0.003030	0.004408	1.000000	0.866667	0.001055	0.000191
59	0.999609	0.928571	0.002878	0.004228	1.000000	0.866667	0.001035	0.000186
60	0.999609	0.928571	0.002840	0.004144	1.000000	0.866667	0.001006	0.000181
61	0.999609	0.928571	0.002821	0.004121	1.000000	0.866667	0.001001	0.000180
62	0.999609	0.928571	0.002838	0.004143	1.000000	0.866667	0.001009	0.000180
63	0.999609	0.928571	0.002846	0.004140	1.000000	0.866667	0.001001	0.000179
64	0.999609	0.928571	0.002902	0.004237	1.000000	0.866667	0.001028	0.000185
65	0.999609	0.928571	0.002932	0.004313	1.000000	0.866667	0.001087	0.000178
66	0.999609	0.928571	0.003150	0.004505	1.000000	0.866667	0.001040	0.000188
67	0.999609	0.928571	0.002878	0.004181	1.000000	0.866667	0.001011	0.000176
68	0.999609	0.928571	0.002876	0.004178	1.000000	0.866667	0.001012	0.000177
69	0.999609	0.928571	0.002885	0.004182	1.000000	0.866667	0.001005	0.000177
70	0.999609	0.928571	0.002943	0.004232	1.000000	0.866667	0.001001	0.000177
71	0.999609	0.928571	0.003021	0.004357	1.000000	0.866667	0.001032	0.000182
72	0.999609	0.928571	0.003074	0.005457	1.000000	0.866667	0.001988	0.000261
73	0.999609	0.928571	0.003495	0.004899	1.000000	0.866667	0.001076	0.000191
74	0.999609	0.928571	0.003344	0.005588	1.000000	0.866667	0.001530	0.000423
75	0.999609	0.928571	0.003225	0.004635	1.000000	0.866667	0.001076	0.000194
76	0.999609	0.928571	0.003928	0.005482	1.000000	0.866667	0.001191	0.000210
77	0.999609	0.928571	0.003348	0.005929	1.000000	0.866667	0.001372	0.000768
78	0.999609	0.928571	0.003171	0.004737	1.000000	0.866667	0.001240	0.000188
79	0.999609	0.928571	0.003150	0.004550	1.000000	0.866667	0.001072	0.000189
80	0.999609	0.928571	0.003367	0.005426	1.000000	0.866667	0.001655	0.000260
81	0.999609	0.928571	0.003205	0.005691	1.000000	0.866667	0.002152	0.000195
82	0.999609	0.928571	0.003149	0.004539	1.000000	0.866667	0.001067	0.000189
83	0.999609	0.928571	0.003546	0.005045	1.000000	0.866667	0.001160	0.000197
84	0.999609	0.928571	0.003545	0.005298	1.000000	0.866667	0.001423	0.000194
85	0.999609	0.928571	0.003274	0.004740	1.000000	0.866667	0.001141	0.000192
86	0.999609	0.928571	0.003244	0.004644	1.000000	0.866667	0.001078	0.000189
87	0.999609	0.928571	0.003707	0.005193	1.000000	0.866667	0.001109	0.000234
88	0.999609	0.928571	0.003525	0.004964	1.000000	0.866667	0.001106	0.000196
89	0.999609	0.928571	0.003275	0.004899	1.000000	0.866667	0.001299	0.000190
90	0.999609	0.928571	0.003339	0.004747	1.000000	0.866667	0.001083	0.000191
91	0.999609	0.928571	0.003566	0.005031	1.000000	0.866667	0.001134	0.000193
92	0.999609	0.928571	0.007283	0.009226	1.000000	0.866667	0.001411	0.000311
93	0.999609	0.928571	0.003416	0.004791	1.000000	0.866667	0.001066	0.000186
94	0.999609	0.928571	0.003140	0.004480	1.000000	0.866667	0.001042	0.000181
95	1.000000	1.000000	0.003201	0.004615	1.000000	1.000000	0.001120	0.000180
96	1.000000	1.000000	0.002722	0.004071	1.000000	1.000000	0.001055	0.000178
97	1.000000	1.000000	0.002927	0.004305	1.000000	1.000000	0.001078	0.000182
98	1.000000	1.000000	0.002973	0.004362	1.000000	1.000000	0.001091	0.000181
99	1.000000	1.000000	0.002973	0.004368	1.000000	1.000000	0.001096	0.000181
100	1.000000	1.000000	0.003012	0.004405	1.000000	1.000000	0.001094	0.000184
101	1.000000	1.000000	0.003192	0.004716	1.000000	1.000000	0.001196	0.000196
