iter	accuracy	fscore	get_next_time	iteration_time	precision	recall	retrain_time	update_time
1	0.946551	0.110751			0.059012	1.000000		
2	0.988763	0.321721	0.002309	0.003651	0.203468	0.833333	0.001031	0.000182
3	0.995701	0.404167	0.002548	0.004139	0.330303	0.566667	0.001178	0.000282
4	0.996482	0.450508	0.002600	0.003993	0.453125	0.566667	0.001054	0.000205
5	0.998730	0.800189	0.002471	0.003706	0.743464	0.866667	0.000929	0.000179
6	0.997557	0.660823	0.002832	0.004110	0.573530	0.800000	0.000958	0.000186
7	0.998045	0.717857	0.003145	0.004972	0.683077	0.800000	0.001427	0.000237
8	0.998534	0.764285	0.003079	0.005038	0.748077	0.800000	0.001564	0.000215
9	0.998925	0.817017	0.003008	0.004297	0.861111	0.800000	0.000962	0.000187
10	0.998827	0.801347	0.002537	0.003781	0.819445	0.800000	0.000935	0.000179
11	0.998827	0.799107	0.002756	0.004438	0.805430	0.800000	0.001309	0.000197
12	0.998827	0.799107	0.002910	0.004269	0.805430	0.800000	0.001029	0.000189
13	0.999023	0.829327	0.002828	0.004328	0.882353	0.800000	0.001048	0.000253
14	0.999121	0.842432	0.002638	0.003920	0.906250	0.800000	0.000961	0.000186
15	0.999121	0.842432	0.003015	0.004862	0.906250	0.800000	0.001313	0.000307
16	0.999121	0.842432	0.003435	0.005201	0.906250	0.800000	0.001377	0.000228
17	0.999413	0.887363	0.002953	0.004712	1.000000	0.800000	0.001370	0.000249
18	0.999413	0.887363	0.002720	0.005283	1.000000	0.800000	0.002249	0.000181
19	0.999413	0.887363	0.003368	0.005335	1.000000	0.800000	0.001438	0.000320
20	0.999413	0.887363	0.002659	0.003942	1.000000	0.800000	0.000967	0.000184
21	0.999413	0.887363	0.002730	0.004700	1.000000	0.800000	0.001391	0.000356
22	0.999413	0.887363	0.002615	0.003903	1.000000	0.800000	0.000974	0.000182
23	0.999413	0.887363	0.002621	0.004403	1.000000	0.800000	0.001341	0.000277
24	0.999413	0.887363	0.002743	0.004082	1.000000	0.800000	0.001014	0.000188
25	0.999413	0.887363	0.002947	0.004844	1.000000	0.800000	0.001408	0.000260
26	0.999413	0.887363	0.002792	0.004125	1.000000	0.800000	0.001008	0.000189
27	0.999413	0.887363	0.002850	0.004579	1.000000	0.800000	0.001252	0.000273
28	0.999413	0.887363	0.003374	0.005178	1.000000	0.800000	0.001279	0.000366
29	0.999609	0.928571	0.003202	0.004965	1.000000	0.866667	0.001422	0.000195
30	0.999609	0.928571	0.002920	0.004339	1.000000	0.866667	0.001087	0.000193
31	0.999609	0.928571	0.003028	0.004463	1.000000	0.866667	0.001056	0.000199
32	0.999609	0.928571	0.003241	0.004790	1.000000	0.866667	0.001081	0.000246
33	0.999609	0.928571	0.003044	0.004438	1.000000	0.866667	0.001053	0.000196
34	0.999609	0.928571	0.003193	0.004575	1.000000	0.866667	0.001048	0.000189
35	0.999609	0.928571	0.002855	0.004390	1.000000	0.866667	0.001195	0.000186
36	0.999609	0.928571	0.002874	0.004545	1.000000	0.866667	0.001208	0.000302
37	0.999609	0.928571	0.002786	0.004160	1.000000	0.866667	0.001055	0.000185
38	0.999609	0.928571	0.002918	0.004713	1.000000	0.866667	0.001386	0.000266
39	0.999609	0.928571	0.002956	0.004370	1.000000	0.866667	0.001080	0.000192
40	0.999609	0.928571	0.002744	0.004204	1.000000	0.866667	0.001147	0.000183
41	0.999609	0.928571	0.003360	0.004768	1.000000	0.866667	0.001071	0.000193
42	0.999609	0.928571	0.003555	0.005830	1.000000	0.866667	0.001740	0.000308
43	0.999609	0.928571	0.003862	0.006293	1.000000	0.866667	0.001659	0.000467
44	0.999609	0.928571	0.003508	0.005618	1.000000	0.866667	0.001671	0.000262
45	0.999609	0.928571	0.003420	0.005230	1.000000	0.866667	0.001455	0.000210
46	0.999609	0.928571	0.003509	0.005697	1.000000	0.866667	0.001725	0.000291
47	0.999609	0.928571	0.003654	0.005526	1.000000	0.866667	0.001399	0.000318
48	0.999609	0.928571	0.003794	0.005689	1.000000	0.866667	0.001550	0.000199
49	0.999609	0.928571	0.003291	0.004672	1.000000	0.866667	0.001051	0.000190
50	0.999609	0.928571	0.003367	0.005647	1.000000	0.866667	0.001642	0.000385
51	0.999609	0.928571	0.003753	0.005487	1.000000	0.866667	0.001231	0.000276
52	0.999609	0.928571	0.003679	0.005376	1.000000	0.866667	0.001328	0.000215
53	0.999609	0.928571	0.003644	0.005436	1.000000	0.866667	0.001393	0.000218
54	0.999609	0.928571	0.003782	0.005804	1.000000	0.866667	0.001611	0.000223
55	0.999609	0.928571	0.003523	0.005552	1.000000	0.866667	0.001547	0.000295
56	0.999609	0.928571	0.003582	0.005437	1.000000	0.866667	0.001449	0.000266
57	0.999609	0.928571	0.003487	0.005012	1.000000	0.866667	0.001081	0.000253
58	0.999609	0.928571	0.003628	0.005476	1.000000	0.866667	0.001424	0.000243
59	0.999609	0.928571	0.002988	0.004357	1.000000	0.866667	0.001053	0.000188
60	0.999609	0.928571	0.002847	0.004216	1.000000	0.866667	0.001070	0.000182
61	0.999609	0.928571	0.003084	0.004460	1.000000	0.866667	0.001060	0.000190
62	0.999609	0.928571	0.002876	0.004332	1.000000	0.866667	0.001155	0.000182
63	0.999609	0.928571	0.002942	0.004258	1.000000	0.866667	0.001014	0.000183
64	0.999609	0.928571	0.002923	0.004249	1.000000	0.866667	0.001020	0.000184
65	0.999609	0.928571	0.003239	0.004769	1.000000	0.866667	0.001218	0.000184
66	0.999609	0.928571	0.003098	0.004458	1.000000	0.866667	0.001045	0.000187
67	0.999609	0.928571	0.003034	0.004420	1.000000	0.866667	0.001053	0.000186
68	0.999609	0.928571	0.002918	0.004232	1.000000	0.866667	0.001018	0.000179
69	0.999609	0.928571	0.002901	0.004207	1.000000	0.866667	0.001012	0.000178
70	0.999609	0.928571	0.002930	0.004234	1.000000	0.866667	0.001010	0.000179
71	0.999609	0.928571	0.002972	0.004295	1.000000	0.866667	0.001023	0.000182
72	0.999609	0.928571	0.003639	0.005606	1.000000	0.866667	0.001594	0.000234
73	0.999609	0.928571	0.003371	0.004768	1.000000	0.866667	0.001074	0.000189
74	0.999609	0.928571	0.003381	0.005226	1.000000	0.866667	0.001320	0.000309
75	0.999609	0.928571	0.003224	0.004782	1.000000	0.866667	0.001226	0.000193
76	0.999609	0.928571	0.003579	0.005142	1.000000	0.866667	0.001176	0.000218
77	0.999609	0.928571	0.003356	0.005412	1.000000	0.866667	0.001236	0.000500
78	0.999609	0.928571	0.003135	0.004641	1.000000	0.866667	0.001179	0.000190
79	0.999609	0.928571	0.003605	0.005175	1.000000	0.866667	0.001178	0.000220
80	0.999609	0.928571	0.003242	0.005011	1.000000	0.866667	0.001406	0.000226
81	0.999609	0.928571	0.003287	0.005256	1.000000	0.866667	0.001634	0.000195
82	0.999609	0.928571	0.003133	0.004566	1.000000	0.866667	0.001087	0.000213
83	0.999609	0.928571	0.003518	0.005078	1.000000	0.866667	0.001222	0.000193
84	0.999609	0.928571	0.003483	0.005079	1.000000	0.866667	0.001267	0.000193
