iter	accuracy	fscore	get_next_time	iteration_time	precision	recall	retrain_time	update_time
1	0.977917	0.187050			0.104839	0.866667		
2	0.995701	0.153846	0.002407	0.003901	0.181818	0.133333	0.001193	0.000181
3	0.997459	0.235294	0.002304	0.003505	1.000000	0.133333	0.000905	0.000176
4	0.997459	0.235294	0.003866	0.006535	1.000000	0.133333	0.001979	0.000406
5	0.997459	0.235294	0.002624	0.003922	1.000000	0.133333	0.000978	0.000189
6	0.997459	0.235294	0.002536	0.003796	1.000000	0.133333	0.000946	0.000182
7	0.997459	0.235294	0.002550	0.003753	1.000000	0.133333	0.000906	0.000177
8	0.997459	0.235294	0.002577	0.003772	1.000000	0.133333	0.000903	0.000174
9	0.997459	0.235294	0.002629	0.003825	1.000000	0.133333	0.000905	0.000175
10	0.997459	0.235294	0.002720	0.003922	1.000000	0.133333	0.000910	0.000174
11	0.997459	0.235294	0.002742	0.003949	1.000000	0.133333	0.000916	0.000173
12	0.998046	0.500000	0.002811	0.004021	1.000000	0.333333	0.000918	0.000174
13	0.997655	0.666667	0.002905	0.004139	0.571429	0.800000	0.000932	0.000178
14	0.991010	0.361111	0.006339	0.008083	0.228070	0.866667	0.001262	0.000244
15	0.993551	0.440678	0.003063	0.004510	0.295455	0.866667	0.001148	0.000177
16	0.998046	0.722222	0.002974	0.004199	0.619048	0.866667	0.000925	0.000177
17	0.999414	0.903226	0.003013	0.004231	0.875000	0.933333	0.000923	0.000177
18	0.998632	0.810811	0.002917	0.004157	0.681818	1.000000	0.000942	0.000176
19	0.994528	0.517241	0.002800	0.004022	0.348837	1.000000	0.000927	0.000176
20	0.997459	0.697674	0.002585	0.003804	0.535714	1.000000	0.000926	0.000175
21	0.998241	0.769231	0.002651	0.003874	0.625000	1.000000	0.000923	0.000177
22	0.999023	0.857143	0.002643	0.003854	0.750000	1.000000	0.000918	0.000174
23	0.999414	0.909091	0.002958	0.004284	0.833333	1.000000	0.001001	0.000189
24	0.999414	0.909091	0.002736	0.004114	0.833333	1.000000	0.001041	0.000197
25	0.999414	0.909091	0.002604	0.003839	0.833333	1.000000	0.000936	0.000178
26	0.999414	0.909091	0.002587	0.003815	0.833333	1.000000	0.000932	0.000178
27	0.998827	0.833333	0.002638	0.003863	0.714286	1.000000	0.000933	0.000176
28	1.000000	1.000000	0.002702	0.003932	1.000000	1.000000	0.000936	0.000178
29	1.000000	1.000000	0.003274	0.004910	1.000000	1.000000	0.001298	0.000201
30	1.000000	1.000000	0.002743	0.004026	1.000000	1.000000	0.000984	0.000179
31	1.000000	1.000000	0.002689	0.003955	1.000000	1.000000	0.000970	0.000177
32	1.000000	1.000000	0.002784	0.004052	1.000000	1.000000	0.000975	0.000176
33	1.000000	1.000000	0.002824	0.004082	1.000000	1.000000	0.000966	0.000176
34	1.000000	1.000000	0.002679	0.003946	1.000000	1.000000	0.000975	0.000175
