iter	accuracy	fscore	get_next_time	iteration_time	precision	recall	retrain_time	update_time
1	0.927106	0.074442			0.038660	1.000000		
2	0.984757	0.250000	0.002737	0.004030	0.146067	0.866667	0.000970	0.000185
3	0.995701	0.541667	0.002483	0.003727	0.393939	0.866667	0.000931	0.000182
4	0.995896	0.553191	0.002709	0.004007	0.406250	0.866667	0.000981	0.000189
5	0.998632	0.787879	0.002359	0.003538	0.722222	0.866667	0.000893	0.000172
6	0.998046	0.687500	0.002419	0.003616	0.647059	0.733333	0.000906	0.000174
7	0.998827	0.785714	0.002361	0.003547	0.846154	0.733333	0.000897	0.000175
8	0.998827	0.785714	0.002413	0.003600	0.846154	0.733333	0.000900	0.000173
9	0.999218	0.846154	0.002461	0.003715	1.000000	0.733333	0.000966	0.000174
10	0.999023	0.814815	0.002373	0.003573	0.916667	0.733333	0.000905	0.000176
11	0.998827	0.785714	0.002355	0.003544	0.846154	0.733333	0.000900	0.000172
12	0.998827	0.785714	0.002489	0.003673	0.846154	0.733333	0.000898	0.000173
13	0.999218	0.846154	0.002490	0.003901	1.000000	0.733333	0.001121	0.000177
14	0.999218	0.846154	0.002368	0.003552	1.000000	0.733333	0.000897	0.000173
15	0.999218	0.846154	0.002417	0.003628	1.000000	0.733333	0.000920	0.000175
16	0.999218	0.846154	0.002437	0.003629	1.000000	0.733333	0.000904	0.000174
17	0.999218	0.846154	0.002425	0.003612	1.000000	0.733333	0.000901	0.000173
18	0.999218	0.846154	0.002439	0.003630	1.000000	0.733333	0.000905	0.000171
19	0.999218	0.846154	0.002462	0.003656	1.000000	0.733333	0.000905	0.000174
20	0.999218	0.846154	0.002441	0.003633	1.000000	0.733333	0.000905	0.000172
21	0.999218	0.846154	0.002440	0.003636	1.000000	0.733333	0.000911	0.000171
22	0.999218	0.846154	0.002515	0.003714	1.000000	0.733333	0.000912	0.000174
23	0.999218	0.846154	0.002517	0.003711	1.000000	0.733333	0.000907	0.000174
24	0.999218	0.846154	0.002587	0.003785	1.000000	0.733333	0.000911	0.000173
25	0.999218	0.846154	0.002588	0.003796	1.000000	0.733333	0.000919	0.000174
26	0.999218	0.846154	0.002637	0.003851	1.000000	0.733333	0.000923	0.000176
27	0.999218	0.846154	0.002539	0.003926	1.000000	0.733333	0.001098	0.000175
28	0.999218	0.846154	0.002473	0.003674	1.000000	0.733333	0.000912	0.000174
29	0.999609	0.928571	0.002522	0.003783	1.000000	0.866667	0.000972	0.000174
30	0.999609	0.928571	0.002530	0.003765	1.000000	0.866667	0.000947	0.000175
31	0.999609	0.928571	0.002584	0.003828	1.000000	0.866667	0.000953	0.000177
32	0.999609	0.928571	0.002607	0.003888	1.000000	0.866667	0.000983	0.000179
33	0.999609	0.928571	0.002667	0.003953	1.000000	0.866667	0.000988	0.000177
34	0.999609	0.928571	0.002578	0.003834	1.000000	0.866667	0.000967	0.000174
35	0.999609	0.928571	0.002606	0.003864	1.000000	0.866667	0.000969	0.000174
36	0.999609	0.928571	0.002639	0.003903	1.000000	0.866667	0.000975	0.000175
37	0.999609	0.928571	0.002602	0.003866	1.000000	0.866667	0.000978	0.000173
38	0.999609	0.928571	0.002722	0.004290	1.000000	0.866667	0.001109	0.000242
39	0.999609	0.928571	0.002672	0.003970	1.000000	0.866667	0.000997	0.000180
40	0.999609	0.928571	0.002642	0.004106	1.000000	0.866667	0.001173	0.000176
41	0.999609	0.928571	0.002694	0.003954	1.000000	0.866667	0.000975	0.000173
42	0.999609	0.928571	0.002651	0.003915	1.000000	0.866667	0.000977	0.000174
43	0.999609	0.928571	0.002671	0.003933	1.000000	0.866667	0.000973	0.000175
44	0.999609	0.928571	0.002736	0.004053	1.000000	0.866667	0.001010	0.000181
45	0.999609	0.928571	0.002695	0.003967	1.000000	0.866667	0.000980	0.000177
46	0.999609	0.928571	0.002692	0.003962	1.000000	0.866667	0.000981	0.000175
47	0.999609	0.928571	0.002700	0.003971	1.000000	0.866667	0.000982	0.000176
48	0.999609	0.928571	0.002708	0.003989	1.000000	0.866667	0.000994	0.000175
49	0.999609	0.928571	0.002707	0.003988	1.000000	0.866667	0.000992	0.000175
50	0.999609	0.928571	0.002801	0.004060	1.000000	0.866667	0.000970	0.000178
51	0.999609	0.928571	0.002812	0.004093	1.000000	0.866667	0.000988	0.000179
52	0.999609	0.928571	0.002744	0.004028	1.000000	0.866667	0.000993	0.000178
53	0.999609	0.928571	0.002938	0.004264	1.000000	0.866667	0.001024	0.000182
54	0.999609	0.928571	0.003102	0.004731	1.000000	0.866667	0.001307	0.000196
55	0.999609	0.928571	0.002774	0.004066	1.000000	0.866667	0.000998	0.000178
56	0.999609	0.928571	0.002845	0.004128	1.000000	0.866667	0.000992	0.000177
57	0.999609	0.928571	0.002780	0.004050	1.000000	0.866667	0.000979	0.000177
58	0.999609	0.928571	0.002794	0.004072	1.000000	0.866667	0.000986	0.000178
59	0.999609	0.928571	0.002794	0.004066	1.000000	0.866667	0.000982	0.000177
60	0.999609	0.928571	0.002865	0.004157	1.000000	0.866667	0.000998	0.000180
61	0.999609	0.928571	0.002827	0.004173	1.000000	0.866667	0.001052	0.000178
62	0.999609	0.928571	0.003007	0.004336	1.000000	0.866667	0.001024	0.000184
63	0.999609	0.928571	0.003006	0.004316	1.000000	0.866667	0.001011	0.000181
64	0.999609	0.928571	0.003065	0.004426	1.000000	0.866667	0.001040	0.000189
65	0.999609	0.928571	0.002924	0.004227	1.000000	0.866667	0.001011	0.000176
66	0.999609	0.928571	0.003045	0.004389	1.000000	0.866667	0.001038	0.000186
67	0.999609	0.928571	0.003181	0.004836	1.000000	0.866667	0.001328	0.000197
68	0.999609	0.928571	0.002944	0.004308	1.000000	0.866667	0.001052	0.000184
69	0.999609	0.928571	0.002886	0.004179	1.000000	0.866667	0.001000	0.000177
70	0.999609	0.928571	0.002897	0.004182	1.000000	0.866667	0.000997	0.000176
71	0.999609	0.928571	0.002897	0.004170	1.000000	0.866667	0.000988	0.000174
72	0.999609	0.928571	0.002915	0.004202	1.000000	0.866667	0.001001	0.000175
73	0.999609	0.928571	0.002936	0.004229	1.000000	0.866667	0.001005	0.000176
74	0.999609	0.928571	0.002938	0.004225	1.000000	0.866667	0.000999	0.000177
75	0.999609	0.928571	0.002937	0.004219	1.000000	0.866667	0.000996	0.000175
76	0.999609	0.928571	0.002951	0.004239	1.000000	0.866667	0.001001	0.000175
77	0.999609	0.928571	0.002968	0.004255	1.000000	0.866667	0.001000	0.000177
78	0.999609	0.928571	0.002958	0.004273	1.000000	0.866667	0.001013	0.000189
79	0.999609	0.928571	0.002976	0.004277	1.000000	0.866667	0.001010	0.000181
80	0.999609	0.928571	0.003006	0.004319	1.000000	0.866667	0.001020	0.000181
81	0.999609	0.928571	0.003132	0.004699	1.000000	0.866667	0.001253	0.000191
82	0.999609	0.928571	0.003014	0.004328	1.000000	0.866667	0.001021	0.000176
83	0.999609	0.928571	0.003031	0.004356	1.000000	0.866667	0.001029	0.000179
84	0.999609	0.928571	0.003031	0.004626	1.000000	0.866667	0.001299	0.000178
85	0.999609	0.928571	0.003800	0.005326	1.000000	0.866667	0.001174	0.000206
86	0.999609	0.928571	0.003059	0.004388	1.000000	0.866667	0.001034	0.000181
87	0.999609	0.928571	0.003052	0.004365	1.000000	0.866667	0.001022	0.000178
88	0.999609	0.928571	0.003107	0.004427	1.000000	0.866667	0.001031	0.000177
89	0.999609	0.928571	0.003135	0.004456	1.000000	0.866667	0.001028	0.000180
90	0.999609	0.928571	0.003094	0.004422	1.000000	0.866667	0.001032	0.000183
91	0.999609	0.928571	0.003158	0.004509	1.000000	0.866667	0.001056	0.000180
92	0.999609	0.928571	0.003106	0.004436	1.000000	0.866667	0.001035	0.000180
93	0.999609	0.928571	0.003241	0.004569	1.000000	0.866667	0.001035	0.000179
94	0.999609	0.928571	0.003175	0.004764	1.000000	0.866667	0.001294	0.000180
95	1.000000	1.000000	0.003156	0.004570	1.000000	1.000000	0.001121	0.000179
96	1.000000	1.000000	0.002706	0.004053	1.000000	1.000000	0.001054	0.000179
97	1.000000	1.000000	0.003047	0.004428	1.000000	1.000000	0.001079	0.000183
98	1.000000	1.000000	0.002966	0.004354	1.000000	1.000000	0.001093	0.000180
99	1.000000	1.000000	0.002958	0.004345	1.000000	1.000000	0.001094	0.000179
100	1.000000	1.000000	0.002989	0.004390	1.000000	1.000000	0.001100	0.000184
101	1.000000	1.000000	0.003008	0.004416	1.000000	1.000000	0.001109	0.000183
